S,right,left
S001,17.005580910309305,19.399745178627526
S002,10.109318922567242,6.428373202101204
S003,-5.878745704277406,7.482159475331432
S004,3.43613422375055,5.1974218010279785
S005,-0.5095861452603673,-3.127732219224144
S006,1.810526778607232,0.7219859379914344
S007,18.056925924968187,20.02804691188774
S008,1.0389062420142006,4.865621137599956
S009,4.79938238940766,22.150597393489083
S010,7.173739236675475,11.356097148103673
S011,3.546292080518566,2.5957518146090357
S012,1.3431226797538371,-0.5145949758971925
S013,21.530059013447325,30.217475332848156
S014,-1.9680494857465327,20.936895818994284
S015,26.316539427005228,15.095987654416604
S016,6.099794915350418,-0.5553187533426166
S017,11.966129439554704,21.728597554715684
S018,0.8211787265427052,1.3449984972612752
S019,6.852646812047578,7.370509328221163
S020,0.23645521561331925,1.269615933222582
S021,5.880064581580486,2.0520185895196104
S022,-0.7762646549626517,4.686465144025236
S023,15.533417113306019,36.96060888209834
S024,17.402993623074504,8.07871023619821
S025,10.911625259404877,16.65664352833189
S026,0.12479326255346421,0.5351629107845219
S027,42.82552956908934,47.064667630959455
S028,33.443849881172476,21.793712264487365
S029,12.09059027035837,10.810262688818225
S030,1.915461866898725,5.153861024953005
S031,19.556295554303528,9.637589217933773
S032,14.009364534728519,11.335356799006503
S033,32.10707863524528,20.6818998648437
S034,27.902995972385167,22.872107840544853
S035,15.76162063991059,16.353247511170597
S036,0.8239553525527957,4.74550959829809
S037,0.9993087853460927,-0.27414370919098213
S038,3.6954202556011055,5.316267289075974
S039,5.716532301524936,-5.364219005959742
S040,0.6610698781552694,-1.3536327283918066
S041,3.9615002829957473,1.3774891433026868
S042,8.549721361135298,-1.5507358602486823
S043,19.055791086630546,7.514140312372627
S044,15.064210543671024,1.9903489342190206
S045,-3.9687532414127684,10.64244404676625
S046,7.585660117805898,4.329186502592373
S047,7.71847543069165,-1.5975325263655193
S048,124.22788513832838,90.28110854016103
S049,-1.668559893970806,4.64215291955469
S050,1.7352494888393366,2.5559028372872583
S051,-0.6528540576596958,0.20589968446979245
S052,79.13778555724225,50.933410627185744
S053,7.297972048050209,3.8560519634850934
S054,78.04840258486085,128.40701016421738
S055,2.1287858031023585,2.554255267710714
S056,12.412840097519789,19.287400656443673
S057,-0.44157631662510727,4.606477787773782
S058,5.987122639636893,4.070459685359565
S059,23.48782957829661,18.67566755124149
S060,32.46794427612761,18.89826416025365
S061,-9.646855540729714,-3.2960552841431423
S062,18.897224666371688,13.334388585253842
S063,3.7735551940493948,2.4135929338246704
S064,2.206513594269214,1.4464370162675757
S065,5.129373113606677,6.250518516043729
S066,-6.102103316246936,1.3460861018799726
S067,1.507085970220363,-1.155510185103808
S068,5.292705459531756,8.837375972475629
S069,14.48455029839391,9.966241130953835
S070,-4.606466484625434,12.970582335760389
S071,1.5489371957961524,1.5304274747006372
S072,8.720729174459837,9.382100717217172
S073,2.5683088572088284,1.8100831862749645
S074,6.5245075414135085,6.852154935385603
S075,10.21110304599307,48.63669653301576
S076,4.429792295752822,6.895180919195594
S077,22.75220299424794,18.225823254273944
S078,1.030952427322558,1.194478665603216
S079,4.784530531442508,2.7854680015097526
S080,5.661779833481384,11.192491079550893
S081,1.3773750498640573,3.4239876567250707
S082,-1.3858935000683659,2.7991304701477766
S083,41.06051323267573,42.669990050806746
S084,13.70031038312926,0.5887137950166664
S085,12.278410116899169,6.8113290016943315
S086,1.9993793913539413,-5.68245059289184
S087,16.33056492825167,4.839264140025164
S088,1.134597610450896,6.765458115035749
S089,0.0007601559208963305,-0.24914960978432732
S090,24.924211342058104,11.14967575361095
S091,12.924677030205626,11.26681910554459
S092,20.953115347826813,6.916139165698216
S093,12.876210797464427,11.243833917766754
S094,9.97997881555451,9.94849035830588
S095,22.291781705910722,11.888312588933395
S096,20.718852290278196,13.82854954397232
S097,-12.50114295020283,1.3447550466013756
S098,16.047813687487206,8.92156641867025
S099,21.128912367876225,12.916523899857044
S100,-1.7361182495824015,3.660638057775411
S101,5.721025749378229,5.374161462138913
S102,-0.9484077484925436,0.6793462561839058
S103,5.478628929675691,4.240629293739156
S104,6.115183448620839,14.03068256786647
S105,3.82882225495087,5.299661068473356
S106,27.31656118293447,38.08455965056496
S107,11.422762356799836,10.038031151740187
S108,21.473104961911304,4.51167982208058
S109,8.064406741069776,7.8177747370515585
