S,right,left
S001,14.665054738582988,9.676132867799025
S002,5.064868869099944,4.880830752255441
S003,-0.36666262872758343,0.401410829966967
S004,1.9738382158404115,4.54763446416311
S005,1.2483848288344996,-0.9405839117558892
S006,1.9425200177303943,1.4384593661685823
S007,10.859171356784929,14.730742154609606
S008,1.6884417722774214,2.3335022115708868
S009,5.922657565649611,17.543656334549244
S010,5.865895161537564,11.286503367657872
S011,2.7814353110102807,3.192881358413086
S012,0.2143718526465325,-0.70628520675399
S013,23.2642274043058,18.970062854038527
S014,-3.4685223750060037,14.595953380828973
S015,17.959088206973956,12.480460195708963
S016,7.00419578533508,0.440107451353153
S017,19.741797679468704,25.705371630718354
S018,1.7967755702660466,0.9772270526140558
S019,0.24752070516800243,4.056555821539543
S020,0.599164048370941,1.4903280770763068
S021,3.8325717770185395,4.169089275584085
S022,0.08024754077071956,6.092671927299303
S023,15.122633670568733,26.648278575141617
S024,15.646125691521169,7.139564731491088
S025,8.90910061040108,15.983111233978066
S026,-0.14954760654325286,3.397887865737497
S027,31.216471844262443,33.59500951906969
S028,22.00076020189847,11.56409462579182
S029,8.129895678702399,15.82414857792327
S030,1.7151335505400815,1.9906913148658891
S031,2.305498736884735,21.344339424188195
S032,10.914050466097997,-1.0101496073808682
S033,16.47826515332433,23.39047303800673
S034,14.371412231317175,21.872159342852786
S035,4.735355418943938,18.615765265926754
S036,9.384080752691327,10.3743180262853
S037,0.7313293019845041,0.3861573847144746
S038,3.0824450874278018,2.142199203308631
S039,3.2847534896605426,-10.096707569895758
S040,3.946104913100081,0.10407317705523335
S041,3.5104837087673824,-0.24171430903703905
S042,1.3203512550303247,12.527045710756092
S043,5.671223459975162,7.1702961203744255
S044,15.928482079657309,14.787383970666413
S045,-4.177212604996157,1.689425892640538
S046,3.0509890325547757,6.135799945231251
S047,4.723602748457842,-2.6389397272841615
S048,96.10447178372837,75.46121342534538
S049,-2.0073380233856373,5.276054294971667
S050,1.8096099334159241,1.5834544571889295
S051,0.4355606007006338,0.07798688494136326
S052,29.958340749932333,31.81678933788665
S053,-1.2523203742142663,7.195868428661038
S054,62.039865071955205,110.7058317607764
S055,1.2323657381205841,3.108376859374456
S056,16.16603202590852,24.907835173696288
S057,-2.168740640597311,4.569950844129049
S058,3.9372492622110866,4.437610089832441
S059,10.887349091165554,2.918356597743527
S060,3.8202925620659687,25.26827858245108
S061,-8.279476496154995,1.8607456309642851
S062,9.068464578459471,14.149813744091785
S063,4.157620769342457,4.908390562334395
S064,2.1264630538587053,1.4927562668864358
S065,9.063149865579382,8.814288557124703
S066,-7.183169198283205,-5.316491300923019
S067,2.137795132958768,0.7302028321602346
S068,1.2383617004996634,9.458388156239018
S069,6.778413307551328,7.830671548635746
S070,3.7854499164040236,16.060331868868808
S071,6.6317809884141194,4.481804762726653
S072,4.701007459728401,13.550308438452264
S073,1.415108586324967,1.8100994307792526
S074,5.459526577075339,7.3456716101667014
S075,4.52082009254166,38.24747306388944
S076,4.954512366111813,6.772977621133808
S077,22.21123884378521,14.30196275419031
S078,2.104804861047303,4.4108073278040925
S079,2.0512977002329604,9.812780856649368
S080,2.1011330834614457,8.902407933049233
S081,2.6539623980526144,3.507379083432476
S082,-2.309273969529112,-1.1217839408753376
S083,30.94065390002265,28.899076435877365
S084,-17.33422093122368,4.289681836018013
S085,-1.4711336796436028,17.852699379354192
S086,-2.9754811076627634,-8.752296830028582
S087,10.664974228365246,-0.675538622885768
S088,1.9003287034169476,4.8159396242416115
S089,0.7775889859294536,0.2129720542497752
S090,26.56409931979556,17.909509037197864
S091,10.876599895056081,6.551495340297524
S092,10.945059420749818,0.963124126416448
S093,2.972337424050769,10.988082547300388
S094,11.09693154838504,23.829087599015022
S095,20.561774538863094,12.195713516599778
S096,16.42633976571324,9.713107708105758
S097,-5.214803562461446,11.102755623439396
S098,11.212670442056625,5.7612113460876175
S099,15.668746467941402,3.716007278298569
S100,5.8012897942066015,6.47466347282508
S101,7.7501016369141835,-2.8915530144545576
S102,-2.4592019555699345,0.6947895694941993
S103,1.838316365629535,0.022858024657791794
S104,11.821688214341373,14.356409210053412
S105,6.544580231430891,10.173609971821078
S106,19.770833292569495,40.90036312868352
S107,8.570814207535216,9.711845478064491
S108,-2.7969786701298425,4.116798392429516
S109,7.392377601560802,6.525349499900714
